Date,Close
5/5/2014 15:59:59,198
5/6/2014 15:59:59,196
5/7/2014 15:59:59,196
5/8/2014 15:59:59,195
5/9/2014 15:59:59,195
5/12/2014 15:59:59,191
5/13/2014 15:59:59,191
5/14/2014 15:59:59,210
5/16/2014 15:59:59,224
5/19/2014 15:59:59,212
5/20/2014 15:59:59,209
5/21/2014 15:59:59,216
5/22/2014 15:59:59,215
5/23/2014 15:59:59,214
5/26/2014 15:59:59,212
5/28/2014 15:59:59,206
5/30/2014 15:59:59,200
6/2/2014 15:59:59,207
6/3/2014 15:59:59,202
6/4/2014 15:59:59,200
6/5/2014 15:59:59,198
6/6/2014 15:59:59,194
6/9/2014 15:59:59,189
6/10/2014 15:59:59,194
6/12/2014 15:59:59,193
6/13/2014 15:59:59,194
6/16/2014 15:59:59,190
6/17/2014 15:59:59,186
6/18/2014 15:59:59,175
6/19/2014 15:59:59,165
6/20/2014 15:59:59,153
6/23/2014 15:59:59,131
6/24/2014 15:59:59,159
6/25/2014 15:59:59,149
6/26/2014 15:59:59,150
6/27/2014 15:59:59,172
6/30/2014 15:59:59,170
7/1/2014 15:59:59,175
7/2/2014 15:59:59,182
7/3/2014 15:59:59,183
7/4/2014 15:59:59,178
7/7/2014 15:59:59,174
7/8/2014 15:59:59,161
7/10/2014 15:59:59,156
7/11/2014 15:59:59,162
7/14/2014 15:59:59,158
7/15/2014 15:59:59,159
7/16/2014 15:59:59,158
7/17/2014 15:59:59,155
7/18/2014 15:59:59,159
7/21/2014 15:59:59,156
7/22/2014 15:59:59,154
7/23/2014 15:59:59,156
7/24/2014 15:59:59,167
7/25/2014 15:59:59,189
8/4/2014 15:59:59,191
8/5/2014 15:59:59,203
8/6/2014 15:59:59,200
8/7/2014 15:59:59,200
8/8/2014 15:59:59,193
8/11/2014 15:59:59,182
8/12/2014 15:59:59,186
8/13/2014 15:59:59,186
8/14/2014 15:59:59,185
8/15/2014 15:59:59,186
8/18/2014 15:59:59,186
8/19/2014 15:59:59,184
8/20/2014 15:59:59,181
8/21/2014 15:59:59,181
8/22/2014 15:59:59,187
8/25/2014 15:59:59,197
8/26/2014 15:59:59,195
8/27/2014 15:59:59,191
8/28/2014 15:59:59,194
8/29/2014 15:59:59,195
9/1/2014 15:59:59,196
9/2/2014 15:59:59,190
9/3/2014 15:59:59,190
9/4/2014 15:59:59,186
9/5/2014 15:59:59,190
9/8/2014 15:59:59,191
9/9/2014 15:59:59,195
9/10/2014 15:59:59,187
9/11/2014 15:59:59,185
9/12/2014 15:59:59,185
9/15/2014 15:59:59,190
9/16/2014 15:59:59,187
9/17/2014 15:59:59,189
9/18/2014 15:59:59,189
9/19/2014 15:59:59,195
9/22/2014 15:59:59,192
9/23/2014 15:59:59,189
9/24/2014 15:59:59,190
10/7/2014 15:59:59,159
10/8/2014 15:59:59,157
10/9/2014 15:59:59,149
10/10/2014 15:59:59,143
10/13/2014 15:59:59,134
10/14/2014 15:59:59,130
10/15/2014 15:59:59,122
10/16/2014 15:59:59,129
10/17/2014 15:59:59,125
10/20/2014 15:59:59,123
10/21/2014 15:59:59,122
10/22/2014 15:59:59,129
10/23/2014 15:59:59,140
10/24/2014 15:59:59,142
10/27/2014 15:59:59,141
10/28/2014 15:59:59,136
10/29/2014 15:59:59,139
10/30/2014 15:59:59,138
10/31/2014 15:59:59,138
11/3/2014 15:59:59,136
11/4/2014 15:59:59,130
11/5/2014 15:59:59,130
11/6/2014 15:59:59,130
11/7/2014 15:59:59,129
11/10/2014 15:59:59,132
11/11/2014 15:59:59,118
11/12/2014 15:59:59,108
11/13/2014 15:59:59,105
11/14/2014 15:59:59,104
11/17/2014 15:59:59,100
11/18/2014 15:59:59,102
11/19/2014 15:59:59,100
11/20/2014 15:59:59,97
11/21/2014 15:59:59,93
11/24/2014 15:59:59,94
11/25/2014 15:59:59,99
11/26/2014 15:59:59,95
11/27/2014 15:59:59,92
11/28/2014 15:59:59,87
12/1/2014 15:59:59,82
12/2/2014 15:59:59,86
12/3/2014 15:59:59,81
12/4/2014 15:59:59,78
12/5/2014 15:59:59,78
12/8/2014 15:59:59,70
12/9/2014 15:59:59,72
12/10/2014 15:59:59,69
12/11/2014 15:59:59,71
12/12/2014 15:59:59,70
12/15/2014 15:59:59,68
12/16/2014 15:59:59,63
12/17/2014 15:59:59,57
12/18/2014 15:59:59,53
12/19/2014 15:59:59,71
12/22/2014 15:59:59,78
12/23/2014 15:59:59,72
12/24/2014 15:59:59,71
12/29/2014 15:59:59,75
12/30/2014 15:59:59,80
1/2/2015 15:59:59,87
1/5/2015 15:59:59,89
1/6/2015 15:59:59,83
1/7/2015 15:59:59,84
1/8/2015 15:59:59,92
1/9/2015 15:59:59,100
1/12/2015 15:59:59,100
1/13/2015 15:59:59,114
1/14/2015 15:59:59,102
1/15/2015 15:59:59,113
1/16/2015 15:59:59,108
1/19/2015 15:59:59,107
1/20/2015 15:59:59,102
1/21/2015 15:59:59,99
1/22/2015 15:59:59,100
1/23/2015 15:59:59,100
1/26/2015 15:59:59,97
1/27/2015 15:59:59,99
1/28/2015 15:59:59,100
1/29/2015 15:59:59,99
1/30/2015 15:59:59,101
2/2/2015 15:59:59,100
2/3/2015 15:59:59,104
2/4/2015 15:59:59,102
2/5/2015 15:59:59,101
2/6/2015 15:59:59,100
2/9/2015 15:59:59,100
2/10/2015 15:59:59,101
2/11/2015 15:59:59,101
2/12/2015 15:59:59,99
2/13/2015 15:59:59,100
2/16/2015 15:59:59,99
2/17/2015 15:59:59,99
2/18/2015 15:59:59,97
2/20/2015 15:59:59,96
2/23/2015 15:59:59,97
2/24/2015 15:59:59,95
2/25/2015 15:59:59,92
2/26/2015 15:59:59,87
2/27/2015 15:59:59,90
3/2/2015 15:59:59,96
3/3/2015 15:59:59,99
3/4/2015 15:59:59,96
3/5/2015 15:59:59,95
3/6/2015 15:59:59,95
3/9/2015 15:59:59,90
3/10/2015 15:59:59,91
3/11/2015 15:59:59,89
3/12/2015 15:59:59,89
3/13/2015 15:59:59,88
3/16/2015 15:59:59,87
3/17/2015 15:59:59,88
3/18/2015 15:59:59,87
3/19/2015 15:59:59,88
3/20/2015 15:59:59,89
3/23/2015 15:59:59,90
3/24/2015 15:59:59,89
3/25/2015 15:59:59,87
3/26/2015 15:59:59,82
3/27/2015 15:59:59,83
3/30/2015 15:59:59,81
3/31/2015 15:59:59,78
4/1/2015 15:59:59,75
4/2/2015 15:59:59,82
4/6/2015 15:59:59,83
4/7/2015 15:59:59,83
4/8/2015 15:59:59,81
4/9/2015 15:59:59,87
4/10/2015 15:59:59,85
4/13/2015 15:59:59,82
4/14/2015 15:59:59,80
4/15/2015 15:59:59,80
4/16/2015 15:59:59,82
4/17/2015 15:59:59,80
4/20/2015 15:59:59,80
4/21/2015 15:59:59,79
4/22/2015 15:59:59,80
4/23/2015 15:59:59,77
4/24/2015 15:59:59,78
4/27/2015 15:59:59,72
4/28/2015 15:59:59,72
4/29/2015 15:59:59,68
4/30/2015 15:59:59,72
5/4/2015 15:59:59,75
5/5/2015 15:59:59,84
5/6/2015 15:59:59,81
5/7/2015 15:59:59,79
5/8/2015 15:59:59,101
5/11/2015 15:59:59,103
5/12/2015 15:59:59,95
5/13/2015 15:59:59,99
5/15/2015 15:59:59,97
5/18/2015 15:59:59,99
5/19/2015 15:59:59,97
5/20/2015 15:59:59,90
5/21/2015 15:59:59,88
5/22/2015 15:59:59,90
5/25/2015 15:59:59,88
5/26/2015 15:59:59,87
5/27/2015 15:59:59,90
5/28/2015 15:59:59,84
5/29/2015 15:59:59,78
6/1/2015 15:59:59,79
6/3/2015 15:59:59,79
6/4/2015 15:59:59,77
6/5/2015 15:59:59,76
6/8/2015 15:59:59,69
6/9/2015 15:59:59,67
6/10/2015 15:59:59,63
6/11/2015 15:59:59,64
6/12/2015 15:59:59,65
6/15/2015 15:59:59,62
6/16/2015 15:59:59,61
6/17/2015 15:59:59,61
6/18/2015 15:59:59,62
6/19/2015 15:59:59,64
6/22/2015 15:59:59,64
6/23/2015 15:59:59,63
6/24/2015 15:59:59,65
6/25/2015 15:59:59,63
6/26/2015 15:59:59,61
6/29/2015 15:59:59,60
7/1/2015 15:59:59,59
7/2/2015 15:59:59,62
7/3/2015 15:59:59,60
7/6/2015 15:59:59,60
7/7/2015 15:59:59,60
7/8/2015 15:59:59,58
7/9/2015 15:59:59,57
7/10/2015 15:59:59,56
7/13/2015 15:59:59,54
7/14/2015 15:59:59,53
7/15/2015 15:59:59,53
7/22/2015 15:59:59,52
7/23/2015 15:59:59,55
7/24/2015 15:59:59,52
7/27/2015 15:59:59,50
7/28/2015 15:59:59,50
7/29/2015 15:59:59,50
7/30/2015 15:59:59,50
7/31/2015 15:59:59,50
8/3/2015 15:59:59,50
8/4/2015 15:59:59,50
8/5/2015 15:59:59,50
8/6/2015 15:59:59,50
8/7/2015 15:59:59,50
8/10/2015 15:59:59,50
8/11/2015 15:59:59,50
8/12/2015 15:59:59,50
8/13/2015 15:59:59,50
8/14/2015 15:59:59,50
8/18/2015 15:59:59,50
8/19/2015 15:59:59,50
8/20/2015 15:59:59,50
8/21/2015 15:59:59,50
8/24/2015 15:59:59,50
8/25/2015 15:59:59,50
8/26/2015 15:59:59,50
8/27/2015 15:59:59,50
8/28/2015 15:59:59,50
8/31/2015 15:59:59,50
9/1/2015 15:59:59,50
9/2/2015 15:59:59,50
9/3/2015 15:59:59,50
9/4/2015 15:59:59,50
9/7/2015 15:59:59,50
9/8/2015 15:59:59,50
9/9/2015 15:59:59,50
9/10/2015 15:59:59,50
9/11/2015 15:59:59,50
9/14/2015 15:59:59,50
9/15/2015 15:59:59,50
9/16/2015 15:59:59,50
9/17/2015 15:59:59,50
9/18/2015 15:59:59,50
9/21/2015 15:59:59,50
9/22/2015 15:59:59,50
9/23/2015 15:59:59,50
9/25/2015 15:59:59,50
9/28/2015 15:59:59,50
9/29/2015 15:59:59,50
9/30/2015 15:59:59,50
10/1/2015 15:59:59,50
10/2/2015 15:59:59,50
10/5/2015 15:59:59,50
10/6/2015 15:59:59,50
10/7/2015 15:59:59,50
10/8/2015 15:59:59,50
10/9/2015 15:59:59,67
10/12/2015 15:59:59,83
10/13/2015 15:59:59,75
10/15/2015 15:59:59,68
10/16/2015 15:59:59,62
10/19/2015 15:59:59,56
10/20/2015 15:59:59,51
10/21/2015 15:59:59,53
10/22/2015 15:59:59,50
10/23/2015 15:59:59,51
10/26/2015 15:59:59,50
10/27/2015 15:59:59,50
10/28/2015 15:59:59,51
10/29/2015 15:59:59,50
10/30/2015 15:59:59,50
11/2/2015 15:59:59,50
11/3/2015 15:59:59,50
11/4/2015 15:59:59,50
11/5/2015 15:59:59,50
11/6/2015 15:59:59,50
11/9/2015 15:59:59,50
11/10/2015 15:59:59,50
11/11/2015 15:59:59,50
11/12/2015 15:59:59,50
11/13/2015 15:59:59,50
11/16/2015 15:59:59,50
11/17/2015 15:59:59,50
11/18/2015 15:59:59,50
11/19/2015 15:59:59,50
11/20/2015 15:59:59,50
11/23/2015 15:59:59,50
11/24/2015 15:59:59,50
11/25/2015 15:59:59,50
11/26/2015 15:59:59,50
11/27/2015 15:59:59,50
11/30/2015 15:59:59,50
12/1/2015 15:59:59,50
12/2/2015 15:59:59,50
12/3/2015 15:59:59,50
12/4/2015 15:59:59,50
12/7/2015 15:59:59,50
12/8/2015 15:59:59,50
12/10/2015 15:59:59,50
12/11/2015 15:59:59,50
12/14/2015 15:59:59,50
12/15/2015 15:59:59,50
12/16/2015 15:59:59,50
12/17/2015 15:59:59,50
12/18/2015 15:59:59,50
12/21/2015 15:59:59,50
12/22/2015 15:59:59,50
12/23/2015 15:59:59,50
12/28/2015 15:59:59,50
12/29/2015 15:59:59,50
12/30/2015 15:59:59,50
1/4/2016 15:59:59,50
1/5/2016 15:59:59,50
1/6/2016 15:59:59,50
1/7/2016 15:59:59,50
1/8/2016 15:59:59,50
1/11/2016 15:59:59,50
1/12/2016 15:59:59,50
1/13/2016 15:59:59,50
1/14/2016 15:59:59,50
1/15/2016 15:59:59,50
1/18/2016 15:59:59,50
1/19/2016 15:59:59,50
1/20/2016 15:59:59,50
1/21/2016 15:59:59,50
1/22/2016 15:59:59,50
1/25/2016 15:59:59,50
1/26/2016 15:59:59,50
1/27/2016 15:59:59,50
1/28/2016 15:59:59,50
1/29/2016 15:59:59,50
2/1/2016 15:59:59,50
2/2/2016 15:59:59,50
2/3/2016 15:59:59,50
2/4/2016 15:59:59,50
2/5/2016 15:59:59,50
2/9/2016 15:59:59,50
2/10/2016 15:59:59,50
2/11/2016 15:59:59,50
2/12/2016 15:59:59,50
2/15/2016 15:59:59,50
2/16/2016 15:59:59,50
2/17/2016 15:59:59,50
2/18/2016 15:59:59,50
2/19/2016 15:59:59,50
2/22/2016 15:59:59,50
2/23/2016 15:59:59,50
2/24/2016 15:59:59,50
2/25/2016 15:59:59,50
2/26/2016 15:59:59,50
2/29/2016 15:59:59,50
3/1/2016 15:59:59,50
3/2/2016 15:59:59,50
3/3/2016 15:59:59,50
3/4/2016 15:59:59,50
3/7/2016 15:59:59,50
3/8/2016 15:59:59,50
3/10/2016 15:59:59,50
3/11/2016 15:59:59,50
3/14/2016 15:59:59,50
3/15/2016 15:59:59,50
3/16/2016 15:59:59,50
3/17/2016 15:59:59,50
3/18/2016 15:59:59,50
3/21/2016 15:59:59,50
3/22/2016 15:59:59,50
3/23/2016 15:59:59,50
3/24/2016 15:59:59,50
3/28/2016 15:59:59,50
3/29/2016 15:59:59,50
3/30/2016 15:59:59,50
3/31/2016 15:59:59,50
4/1/2016 15:59:59,50
4/4/2016 15:59:59,50
4/5/2016 15:59:59,50
4/6/2016 15:59:59,50
4/7/2016 15:59:59,50
4/8/2016 15:59:59,50
4/11/2016 15:59:59,50
4/12/2016 15:59:59,50
4/20/2016 15:59:59,50
4/21/2016 15:59:59,50
4/22/2016 15:59:59,50
4/25/2016 15:59:59,50
4/26/2016 15:59:59,50
4/27/2016 15:59:59,50
4/28/2016 15:59:59,50
4/29/2016 15:59:59,50
5/2/2016 15:59:59,50
5/3/2016 15:59:59,50
5/4/2016 15:59:59,50
5/9/2016 15:59:59,50
5/10/2016 15:59:59,50
5/11/2016 15:59:59,50
5/12/2016 15:59:59,50
5/13/2016 15:59:59,50
5/16/2016 15:59:59,50
5/17/2016 15:59:59,50
5/18/2016 15:59:59,50
5/19/2016 15:59:59,50
5/20/2016 15:59:59,50
5/23/2016 15:59:59,50
5/24/2016 15:59:59,50
5/25/2016 15:59:59,50
5/26/2016 15:59:59,50
5/27/2016 15:59:59,50
5/30/2016 15:59:59,50
5/31/2016 15:59:59,50
6/1/2016 15:59:59,50
6/2/2016 15:59:59,50
6/3/2016 15:59:59,50
6/6/2016 15:59:59,50
6/7/2016 15:59:59,50
6/8/2016 15:59:59,50
6/9/2016 15:59:59,50
6/10/2016 15:59:59,67
6/13/2016 15:59:59,82
6/14/2016 15:59:59,76
6/15/2016 15:59:59,84
6/16/2016 15:59:59,78
6/17/2016 15:59:59,77
6/20/2016 15:59:59,74
6/21/2016 15:59:59,72
6/22/2016 15:59:59,65
6/23/2016 15:59:59,77
6/24/2016 15:59:59,73
6/27/2016 15:59:59,69
6/28/2016 15:59:59,67
6/29/2016 15:59:59,67
6/30/2016 15:59:59,68
10/5/2016 15:59:59,77
10/6/2016 15:59:59,80
10/7/2016 15:59:59,72
10/10/2016 15:59:59,81
10/11/2016 15:59:59,76
10/12/2016 15:59:59,77
10/13/2016 15:59:59,76
10/14/2016 15:59:59,76
10/17/2016 15:59:59,82
10/18/2016 15:59:59,80
10/19/2016 15:59:59,108
10/20/2016 15:59:59,123
10/21/2016 15:59:59,121
10/24/2016 15:59:59,150
10/26/2016 15:59:59,202
10/27/2016 15:59:59,189
10/28/2016 15:59:59,171
10/31/2016 15:59:59,214
11/1/2016 15:59:59,228
11/2/2016 15:59:59,244
11/3/2016 15:59:59,234
11/4/2016 15:59:59,248
11/7/2016 15:59:59,278
11/8/2016 15:59:59,276
11/9/2016 15:59:59,290
11/10/2016 15:59:59,318
11/11/2016 15:59:59,310
11/14/2016 15:59:59,288
11/15/2016 15:59:59,260
11/16/2016 15:59:59,280
11/17/2016 15:59:59,260
11/18/2016 15:59:59,242
11/21/2016 15:59:59,282
11/22/2016 15:59:59,286
11/23/2016 15:59:59,278
11/24/2016 15:59:59,278
11/25/2016 15:59:59,282
11/28/2016 15:59:59,292
11/29/2016 15:59:59,292
11/30/2016 15:59:59,290
12/1/2016 15:59:59,290
12/2/2016 15:59:59,294
12/5/2016 15:59:59,304
12/6/2016 15:59:59,304
12/7/2016 15:59:59,296
12/8/2016 15:59:59,294
12/9/2016 15:59:59,296
12/13/2016 15:59:59,292
12/14/2016 15:59:59,282
12/15/2016 15:59:59,278
12/16/2016 15:59:59,276
12/19/2016 15:59:59,254
12/20/2016 15:59:59,264
12/21/2016 15:59:59,254
12/22/2016 15:59:59,248
12/23/2016 15:59:59,244
12/27/2016 15:59:59,242
12/28/2016 15:59:59,278
12/29/2016 15:59:59,276
12/30/2016 15:59:59,278
1/3/2017 15:59:59,272
1/4/2017 15:59:59,266
1/5/2017 15:59:59,304
1/6/2017 15:59:59,324
1/9/2017 15:59:59,342
1/10/2017 15:59:59,340
1/11/2017 15:59:59,368
1/12/2017 15:59:59,370
1/13/2017 15:59:59,388
1/16/2017 15:59:59,410
1/17/2017 15:59:59,420
1/18/2017 15:59:59,426
1/19/2017 15:59:59,420
1/20/2017 15:59:59,416
1/23/2017 15:59:59,446
1/24/2017 15:59:59,480
1/25/2017 15:59:59,486
1/26/2017 15:59:59,476
1/27/2017 15:59:59,505
1/30/2017 15:59:59,494
1/31/2017 15:59:59,498
2/1/2017 15:59:59,474
2/2/2017 15:59:59,478
2/3/2017 15:59:59,474
2/6/2017 15:59:59,470
2/7/2017 15:59:59,464
2/8/2017 15:59:59,430
2/9/2017 15:59:59,434
2/10/2017 15:59:59,426
2/13/2017 15:59:59,410
2/14/2017 15:59:59,402
2/16/2017 15:59:59,356
2/17/2017 15:59:59,362
2/20/2017 15:59:59,380
2/21/2017 15:59:59,294
2/22/2017 15:59:59,368
2/23/2017 15:59:59,360
2/24/2017 15:59:59,332
2/27/2017 15:59:59,322
2/28/2017 15:59:59,318
3/1/2017 15:59:59,300
3/2/2017 15:59:59,292
3/3/2017 15:59:59,320
3/6/2017 15:59:59,324
3/7/2017 15:59:59,310
3/8/2017 15:59:59,302
3/9/2017 15:59:59,304
3/10/2017 15:59:59,298
3/13/2017 15:59:59,322
3/14/2017 15:59:59,316
3/15/2017 15:59:59,312
3/16/2017 15:59:59,308
3/17/2017 15:59:59,348
3/20/2017 15:59:59,342
3/21/2017 15:59:59,366
3/22/2017 15:59:59,362
3/23/2017 15:59:59,368
3/24/2017 15:59:59,366
3/27/2017 15:59:59,338
3/29/2017 15:59:59,332
3/30/2017 15:59:59,328
3/31/2017 15:59:59,332
4/3/2017 15:59:59,334
4/4/2017 15:59:59,414
4/5/2017 15:59:59,432
4/6/2017 15:59:59,416
4/7/2017 15:59:59,404
4/10/2017 15:59:59,394
4/11/2017 15:59:59,396
4/12/2017 15:59:59,386
4/13/2017 15:59:59,388
4/17/2017 15:59:59,386
4/18/2017 15:59:59,420
4/20/2017 15:59:59,398
4/21/2017 15:59:59,402
4/25/2017 15:59:59,408
4/26/2017 15:59:59,434
4/27/2017 15:59:59,454
4/28/2017 15:59:59,448
5/2/2017 15:59:59,434
5/3/2017 15:59:59,428
5/4/2017 15:59:59,408
5/5/2017 15:59:59,398
5/8/2017 15:59:59,398
5/9/2017 15:59:59,378
5/10/2017 15:59:59,328
5/12/2017 15:59:59,348
5/15/2017 15:59:59,348
5/16/2017 15:59:59,352
5/17/2017 15:59:59,352
5/18/2017 15:59:59,400
5/19/2017 15:59:59,396
5/22/2017 15:59:59,398
5/23/2017 15:59:59,380
5/24/2017 15:59:59,354
5/26/2017 15:59:59,366
5/29/2017 15:59:59,364
5/30/2017 15:59:59,366
5/31/2017 15:59:59,384
6/2/2017 15:59:59,372
6/5/2017 15:59:59,330
6/6/2017 15:59:59,328
6/7/2017 15:59:59,330
6/8/2017 15:59:59,328
6/9/2017 15:59:59,340
6/12/2017 15:59:59,340
6/13/2017 15:59:59,334
6/14/2017 15:59:59,330
6/15/2017 15:59:59,332
6/16/2017 15:59:59,338
6/19/2017 15:59:59,356
6/20/2017 15:59:59,356
6/21/2017 15:59:59,352
6/22/2017 15:59:59,340
7/3/2017 15:59:59,374
7/4/2017 15:59:59,360
7/5/2017 15:59:59,344
7/6/2017 15:59:59,342
7/7/2017 15:59:59,332
7/10/2017 15:59:59,328
7/11/2017 15:59:59,324
7/12/2017 15:59:59,332
7/13/2017 15:59:59,328
7/14/2017 15:59:59,346
7/17/2017 15:59:59,350
7/18/2017 15:59:59,344
7/19/2017 15:59:59,350
7/20/2017 15:59:59,344
7/21/2017 15:59:59,334
7/24/2017 15:59:59,332
7/25/2017 15:59:59,332
7/26/2017 15:59:59,328
7/27/2017 15:59:59,328
7/28/2017 15:59:59,358
7/31/2017 15:59:59,342
8/1/2017 15:59:59,340
8/2/2017 15:59:59,338
8/3/2017 15:59:59,334
8/4/2017 15:59:59,330
8/7/2017 15:59:59,324
8/8/2017 15:59:59,306
8/9/2017 15:59:59,296
8/10/2017 15:59:59,282
8/11/2017 15:59:59,276
8/14/2017 15:59:59,280
8/15/2017 15:59:59,294
8/16/2017 15:59:59,292
8/18/2017 15:59:59,288
8/21/2017 15:59:59,274
8/22/2017 15:59:59,268
8/23/2017 15:59:59,284
8/24/2017 15:59:59,268
8/25/2017 15:59:59,264
8/28/2017 15:59:59,248
8/29/2017 15:59:59,244
8/30/2017 15:59:59,234
8/31/2017 15:59:59,228
9/4/2017 15:59:59,228
9/5/2017 15:59:59,258
9/6/2017 15:59:59,248
9/7/2017 15:59:59,242
9/8/2017 15:59:59,244
9/11/2017 15:59:59,250
9/12/2017 15:59:59,240
9/13/2017 15:59:59,218
9/14/2017 15:59:59,206
9/15/2017 15:59:59,200
9/18/2017 15:59:59,202
9/19/2017 15:59:59,224
9/20/2017 15:59:59,212
9/22/2017 15:59:59,206
9/25/2017 15:59:59,204
9/26/2017 15:59:59,189
9/27/2017 15:59:59,174
9/28/2017 15:59:59,191
9/29/2017 15:59:59,199
10/2/2017 15:59:59,173
10/3/2017 15:59:59,206
10/4/2017 15:59:59,202
10/5/2017 15:59:59,190
10/6/2017 15:59:59,191
10/9/2017 15:59:59,202
10/10/2017 15:59:59,195
10/11/2017 15:59:59,194
10/12/2017 15:59:59,202
10/13/2017 15:59:59,194
10/16/2017 15:59:59,197
10/17/2017 15:59:59,198
10/18/2017 15:59:59,197
10/19/2017 15:59:59,204
10/20/2017 15:59:59,212
10/23/2017 15:59:59,236
10/24/2017 15:59:59,242
10/25/2017 15:59:59,234
10/26/2017 15:59:59,246
10/27/2017 15:59:59,264
10/30/2017 15:59:59,268
10/31/2017 15:59:59,260
11/1/2017 15:59:59,272
11/2/2017 15:59:59,274
11/3/2017 15:59:59,266
11/6/2017 15:59:59,260
11/7/2017 15:59:59,266
11/8/2017 15:59:59,262
11/9/2017 15:59:59,252
11/10/2017 15:59:59,252
11/13/2017 15:59:59,250
11/14/2017 15:59:59,280
11/15/2017 15:59:59,270
11/16/2017 15:59:59,272
11/17/2017 15:59:59,272
11/20/2017 15:59:59,276
11/21/2017 15:59:59,280
11/22/2017 15:59:59,306
11/23/2017 15:59:59,302
11/24/2017 15:59:59,300
11/27/2017 15:59:59,308
11/28/2017 15:59:59,290
11/29/2017 15:59:59,306
12/4/2017 15:59:59,272
12/5/2017 15:59:59,274
12/6/2017 15:59:59,260
12/7/2017 15:59:59,248
12/8/2017 15:59:59,254
12/11/2017 15:59:59,218
12/12/2017 15:59:59,242
12/13/2017 15:59:59,252
12/14/2017 15:59:59,272
12/15/2017 15:59:59,258
12/18/2017 15:59:59,268
12/19/2017 15:59:59,278
12/20/2017 15:59:59,282
12/21/2017 15:59:59,278
12/22/2017 15:59:59,274
12/27/2017 15:59:59,280
12/28/2017 15:59:59,280
12/29/2017 15:59:59,270
1/2/2018 15:59:59,268
1/3/2018 15:59:59,274
1/4/2018 15:59:59,276
1/5/2018 15:59:59,294
1/8/2018 15:59:59,296
1/9/2018 15:59:59,294
1/10/2018 15:59:59,290
1/11/2018 15:59:59,298
1/12/2018 15:59:59,296
1/15/2018 15:59:59,290
1/16/2018 15:59:59,284
1/17/2018 15:59:59,284
1/18/2018 15:59:59,286
1/19/2018 15:59:59,288
1/22/2018 15:59:59,298
1/23/2018 15:59:59,298
1/24/2018 15:59:59,322
1/25/2018 15:59:59,344
1/26/2018 15:59:59,338
1/29/2018 15:59:59,346
1/30/2018 15:59:59,330
1/31/2018 15:59:59,324
2/1/2018 15:59:59,318
2/2/2018 15:59:59,328
2/5/2018 15:59:59,320
2/6/2018 15:59:59,306
2/7/2018 15:59:59,302
2/8/2018 15:59:59,314
2/9/2018 15:59:59,300
2/12/2018 15:59:59,326
2/13/2018 15:59:59,330
2/14/2018 15:59:59,324
2/15/2018 12:59:59,326
2/19/2018 15:59:59,332
2/20/2018 15:59:59,328
2/21/2018 15:59:59,340
2/22/2018 15:59:59,330
2/23/2018 15:59:59,324
2/26/2018 15:59:59,318
2/27/2018 15:59:59,316
2/28/2018 15:59:59,316
